"meat","fish","eggs","milk","vegetables","fruits_and_berries","cereals","flour","sweets","softdrinks","alcodrinks","sum_rub_buy","income","diplom","car","plot_bi","plot_size","famsize","water","sanitation","fridge","internet","pfuel","ptransp","phome","debt","govsubs","nongovsubs","inval"
2,3,NA,4.63,NA,NA,NA,0.9,NA,NA,NA,1969,140095,1,1,1,30,2,1,1,1,1,15000,1300,4270,0,12500,50000,0
0.9,NA,NA,2.3,0.8,3,NA,0.95,0.5,0.2,NA,1457,38500,1,0,0,0,1,1,1,0,1,NA,700,4500,0,17500,0,0
2.2,NA,10,2.3,3.9,NA,0.8,4.4,1.2,0.24,NA,1872,59100,0,0,0,0,3,1,1,1,1,NA,1000,8000,0,22100,0,0
3.5,NA,10,7.5,3,1,NA,4.6,0.5,NA,NA,1890,90000,1,1,0,0,4,1,1,1,1,5000,600,3500,0,0,20000,0
4.8,1.35,10,3.65,4.8,0.8,3.6,4,1.8,0.28,NA,2720,18595,0,1,0,0,1,1,1,0,0,1000,NA,3500,0,18000,0,0
2.5,NA,10,1,1,NA,NA,1.2,0.3,NA,NA,922,58000,1,1,0,0,2,1,1,1,1,4000,600,6500,0,0,0,0
1.5,NA,10,3,NA,NA,NA,2.4,NA,NA,NA,951,62600,0,0,1,6.3,2,1,1,1,1,NA,1600,6000,0,48600,0,0
1.3,NA,10,1,0.5,1,NA,2.1,NA,NA,NA,535,68000,0,0,1,8,2,1,1,1,1,NA,900,6000,0,53000,0,0
1.5,NA,NA,1,NA,1,NA,1.3,1,NA,1,768,29700,0,1,1,6,2,1,1,1,0,4000,NA,3500,0,29700,0,0
3,NA,NA,2.4,3,2,0.9,2,1,0.1,NA,1804,34923,0,0,0,0,1,1,1,1,0,NA,NA,4500,0,34400,0,0
9,NA,10,5.4,NA,5,1.8,5.95,1.5,2,NA,4720,69000,1,1,1,6,5,1,1,0,1,5000,600,6200,0,42400,0,0
5,NA,NA,2,NA,4.5,0.8,1.6,1,2,NA,2825,82400,1,1,1,15,2,1,1,0,1,3000,NA,4000,0,25400,0,0
4,NA,10,7.7,4.5,2,NA,3.3,1.6,NA,3,2409.9,58000,1,1,0,0,2,1,1,0,1,5000,250,3600,0,0,0,0
3,1.5,20,2,2,0.1,NA,0.95,1,1,NA,1760,17000,1,0,0,0,2,1,1,0,1,1000,300,NA,0,12000,0,1
0.5,NA,NA,1,NA,NA,NA,0.35,0.3,2,0.5,564,31500,1,0,0,0,2,1,1,0,1,NA,1008,2500,0,0,0,0
2,NA,NA,2,NA,1.5,NA,2.3,0.5,NA,NA,1179,75000,0,1,0,0,4,1,1,1,1,6000,1800,7000,0,0,0,0
4.8,NA,10,2,NA,NA,NA,3.4,2,0.2,NA,2386,68790,0,1,0,0,2,1,1,1,1,3000,NA,7000,200000,22790,0,0
NA,NA,NA,3,NA,NA,NA,1.6,0.5,NA,NA,363,19200,0,0,0,0,1,1,1,0,1,NA,1000,NA,0,0,0,0
1,NA,NA,0.3,NA,NA,NA,0.6,0.5,0.1,NA,514,11691,1,0,0,0,1,1,1,1,0,NA,NA,3500,0,11691,0,0
2.2,NA,10,1.6,NA,NA,0.9,2.1,NA,0.1,NA,1360,53923,0,0,0,0,2,1,1,1,0,NA,1000,4200,0,27400,0,0
1,NA,NA,1,0.8,1,NA,0.6,0.3,NA,NA,674,42000,1,0,0,0,1,1,1,1,1,NA,1000,3200,0,0,0,0
3.5,1,10,3.8,7.6,NA,1.8,4.6,1.9,0.9,NA,3041,39000,0,0,0,0,2,1,1,1,0,NA,NA,3600,0,39000,0,0
2,NA,NA,1,NA,1,NA,2.1,NA,NA,NA,618,13107,1,0,0,0,1,1,1,0,0,NA,200,3000,0,13107,0,1
4,NA,10,8.1,13.3,1,NA,1.1,1.5,0.2,NA,3066,30050,0,0,0,0,2,1,1,1,0,NA,NA,4000,0,28500,0,0
1.7,1.2,10,2.5,2.5,2,NA,0.7,1,NA,NA,1307,23800,0,0,0,0,1,1,1,1,1,NA,NA,5500,0,21500,0,1
2,NA,NA,2.5,NA,2,NA,0.5,NA,NA,NA,1094,19397,1,0,0,0,1,1,1,1,1,NA,160,5000,0,18800,0,0
NA,NA,10,8.4,1,NA,NA,0.6,NA,0.1,NA,978,27000,1,0,0,0,1,1,1,1,0,NA,NA,2500,0,27000,0,0
3,NA,NA,3.4,16,2,NA,5,0.8,0.1,NA,2522,50000,1,1,0,0,4,1,1,1,1,2000,NA,18000,0,0,0,0
2.5,NA,10,1,1,NA,NA,1.25,0.5,1.1,NA,1434,15870,0,0,1,6,1,1,1,0,1,NA,200,4000,0,15870,0,0
2,NA,NA,2,10,2,NA,1.4,0.5,0.1,NA,1275,30022,0,0,0,0,2,1,1,0,1,NA,500,5000,0,25022,0,0
2.5,1.3,10,6.9,10.5,1,0.9,5.1,1.6,0.1,NA,2860,51000,1,1,0,0,4,1,1,1,1,3000,NA,7000,0,21000,0,0
3.3,NA,10,5,2,2,NA,0.2,1,NA,NA,1596,32060,0,0,1,7,1,1,1,1,0,NA,560,2500,0,31500,0,0
1.2,3,10,2,1.5,1,1,2.3,2,2.2,NA,1990,61000,1,1,0,0,4,1,1,1,1,3000,1000,3500,0,0,0,0
3.45,2.5,NA,8.79999999999999,3.7,1,0.7,1.9,0.5,0.05,1.5,2841,37000,0,0,0,0,1,1,1,0,0,NA,NA,4800,0,22000,0,0
3,NA,NA,5.4,0.5,1,NA,5.5,1,NA,NA,1634,67500,0,0,0,0,5,1,1,1,1,NA,1300,8500,0,17000,0,0
1.8,NA,20,1.4,4.8,NA,NA,1.2,NA,1.1,1.5,1320,42000,1,0,0,0,2,1,1,1,1,NA,5000,5500,4535000,0,0,0
6,NA,10,6,37,4.2,0.9,4.6,2.8,0.1,NA,4944,79300,0,0,0,0,5,1,1,1,1,NA,3800,7000,40000,12600,0,1
2,NA,10,0.5,NA,NA,0.8,1.25,0.5,1,NA,1075,24826,1,0,0,0,1,1,1,0,1,NA,700,4000,0,24826,0,0
7,3,10,3.3,13,7,0.8,4.8,2,2,NA,5042,77500,0,1,0,0,5,1,1,1,1,5000,1500,3450,0,2500,0,0
0.6,NA,NA,1.1,NA,NA,NA,1.4,1.4,0.095,0.9,956.4,51000,1,1,0,0,4,1,1,0,1,3000,NA,3200,0,0,0,0
0.8,NA,NA,1,NA,NA,NA,2.5,0.5,NA,NA,543,26800,0,0,0,0,1,1,1,0,1,NA,NA,700,0,0,0,0
4.5,NA,NA,NA,NA,NA,NA,1.5,0.5,3.15,NA,1950,24000,0,0,0,0,1,1,1,0,1,NA,NA,NA,0,0,0,0
NA,NA,NA,1.5,0.4,0.3,NA,NA,0.4,NA,NA,230,17000,0,0,0,0,1,1,1,0,1,NA,500,NA,0,0,0,0
1,NA,10,2.4,6.5,1,0.9,1.35,NA,0.2,NA,1084,14000,0,1,0,0,1,1,1,1,0,NA,230,5200,0,14000,0,0
1.8,NA,NA,NA,6,NA,NA,2,NA,NA,NA,420,22100,0,0,0,0,1,1,1,0,0,NA,NA,2900,0,22100,0,1
2.5,NA,10,5.1,5,2,0.9,0.899999999999999,2,0.1,NA,1994,36523,1,0,0,0,1,1,1,1,0,NA,NA,6000,0,36000,0,0
2,NA,10,1.4,3,NA,0.8,3.1,NA,NA,NA,536,27983,0,0,0,0,1,1,1,0,0,NA,2000,5000,0,27460,0,0
1.5,NA,10,1.9,7,1,NA,0.9,0.3,NA,NA,830,22323,0,0,0,0,1,1,1,1,1,NA,200,5500,0,11800,0,0
1.7,1,10,2.7,NA,1,NA,2.6,0.8,0.2,NA,2031,40000,0,0,0,0,2,1,1,1,1,NA,2000,4800,0,0,0,0
6,1,10,2.4,2,NA,NA,4.2,1,0.1,NA,3854,45000,1,1,0,0,4,1,1,1,1,5000,600,7000,0,100,15000,0
3.5,NA,10,8.2,5.3,2,NA,2.1,1,0.2,NA,2441,66850,0,0,0,0,2,1,1,1,0,NA,300,6000,0,65100,0,0
3,1,10,5.85,10.3,3,0.7,5,3,NA,NA,3026,30000,0,0,0,0,4,1,1,1,1,NA,1000,6200,0,0,0,0
6.4,NA,NA,3.5,7.25,1,NA,2.1,NA,NA,NA,2974,53288,1,0,0,0,3,1,1,1,1,NA,200,3000,1321674,20780,508,0
2.6,NA,NA,3,12,1,NA,3.7,2,NA,NA,1656,78000,0,1,0,0,4,1,1,1,1,5000,600,5000,0,0,0,0
1.5,NA,NA,4.8,NA,NA,NA,2.6,1,NA,NA,1126,65000,0,1,0,0,3,1,1,1,1,8000,NA,5000,2800000,0,0,0
1,NA,NA,3,5,1,NA,1.8,0.5,NA,1,629,45000,0,0,0,0,6,1,1,0,0,NA,500,NA,0,45000,0,0
NA,NA,NA,2,NA,3,NA,1.5,0.3,NA,NA,620,33500,0,0,0,0,1,1,1,0,1,NA,100,NA,0,22500,0,0
1.6,NA,NA,1.4,1,2,NA,0.9,0.4,NA,4,1035,20000,0,0,0,0,1,1,1,1,1,NA,1200,8000,0,0,0,0
NA,NA,NA,2,NA,1,NA,0.2,NA,1,NA,470,8300,0,0,0,0,1,1,1,0,1,NA,NA,425,0,0,0,0
NA,NA,NA,NA,NA,NA,0.8,0.5,0.4,0.15,NA,670,17500,0,0,0,0,1,1,1,0,1,NA,800,NA,0,10000,0,0
NA,NA,NA,NA,1,1,NA,0.4,0.7,1.1,NA,459,21782,0,0,0,0,1,1,1,0,0,NA,800,NA,0,0,0,0
0.4,NA,NA,NA,NA,0.5,NA,NA,1.98,NA,NA,900,17760,0,0,0,0,1,1,1,0,1,NA,NA,850,0,0,0,0
2,1,NA,NA,1.5,NA,NA,0.4,1,NA,NA,1880,40000,0,0,0,0,2,1,1,0,1,NA,1500,14000,0,0,0,0
NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,58,23800,0,0,0,0,1,1,1,0,1,NA,800,NA,0,0,0,0
0.5,NA,NA,2,NA,1,NA,1,0.3,2,NA,480,16000,0,0,0,0,1,1,1,0,1,NA,500,700,0,0,0,0
NA,NA,NA,2,NA,NA,NA,1,1,NA,NA,400,12500,0,0,0,0,1,1,1,0,1,NA,1000,700,0,0,0,0
NA,NA,NA,2,NA,NA,NA,1,0.6,10,NA,625,20000,0,0,0,0,1,1,1,0,1,NA,3000,NA,0,0,0,0
1.5,NA,NA,1.4,NA,NA,1,NA,NA,NA,NA,360,32000,1,0,0,0,2,1,1,0,1,NA,500,700,0,0,0,0
4.5,NA,10,15.08,NA,NA,NA,NA,1.65,0.24,NA,3191,56719,0,0,0,0,4,1,1,0,1,NA,NA,5500,0,55012,0,0
NA,1,NA,1.15,NA,NA,1,1.3,NA,NA,NA,525,16500,0,0,0,0,1,1,1,0,0,NA,NA,4000,0,16500,0,1
2,1.5,10,14,8.5,5.5,1,6,1.5,NA,NA,6365,236000,1,1,1,6,4,1,1,1,1,6000,NA,6500,0,0,0,0
8.4,4.2,NA,18.6,8.2,4.2,0.9,6.8,11.5,0.2,0.5,7833,85000,0,1,1,15,8,0,0,1,0,4000,NA,5000,0,35000,0,1
2.5,0.5,10,0.5,13,NA,0.8,1.4,3,NA,1,2040,34000,0,0,0,0,1,1,1,1,0,NA,NA,3000,0,14000,0,0
2.1,NA,NA,2.7,6.8,1.2,NA,0.7,3.4,NA,NA,1407,16000,0,0,0,0,1,1,1,0,0,NA,0,3500,0,16000,0,0
2.5,NA,10,0.3,4,1,NA,1.4,1,NA,NA,1340,80000,1,0,0,0,2,1,1,0,1,NA,2000,4000,0,0,0,0
7,2,20,3.9,108,NA,NA,6.5,NA,NA,7,7510,59600,0,0,0,0,3,1,1,0,0,NA,0,4600,0,33600,0,0
6.5,0.4,20,5,5,3,NA,2.8,0.899999999999999,1,NA,4500,65000,1,0,0,0,2,1,1,0,1,NA,0,3000,0,0,0,0
4.5,2,20,8,11,3.3,2,5.1,3,NA,NA,4220,29500,1,0,0,0,5,1,1,1,1,NA,400,7000,0,4500,0,0
0.6,NA,NA,1,6,1.2,1,4.5,0.3,0.1,NA,1235,23800,0,0,0,0,1,1,1,1,0,NA,300,3200,0,13800,0,0
1.1,NA,10,1.3,5.5,0.8,2,3.2,1,NA,NA,986,17300,1,0,0,0,2,1,1,1,0,NA,300,4000,0,17300,0,1
0.63,0.5,NA,2,1.6,0.5,NA,1.5,0.09,NA,NA,680,19326,1,0,0,0,1,1,1,1,0,NA,500,4581,0,19326,0,0
4.8,NA,10,12.9,11,2.5,0.8,7.45,1.5,0.2,1,3076,55000,1,1,0,0,3,1,1,1,1,4500,1000,5800,0,5000,0,0
6.2,NA,20,10.9,3.5,3,NA,5.8,8,3,1,4310,70000,1,0,0,0,2,1,1,1,1,NA,1800,6000,1500000,0,0,0
7.1,1,20,NA,3.2,2,0.8,2.8,3,NA,2,2990,45000,1,0,0,0,2,1,1,1,1,NA,2000,5000,800000,0,0,0
4.8,NA,NA,11.3,7,2,0.8,10,NA,0.1,2,3223,114000,0,1,0,0,3,1,1,1,1,3000,350,4900,0,39000,0,1
5,NA,10,19.4,2,3,0.8,11.4,2.4,NA,NA,4132,75000,1,1,0,0,3,1,1,1,1,3600,1600,4780,0,0,0,0
7.5,1.5,20,3,7,5,3,11,3.15,NA,NA,6550,40000,1,1,0,0,4,1,1,0,1,7000,NA,3500,0,0,0,0
1.7,NA,10,1,5.5,NA,0.8,5,2,NA,NA,1243,59100,0,0,1,4.3,3,1,0,1,0,NA,4200,4100,0,9100,0,0
2.3,NA,10,1.18,10.3,1,0.8,4,2.3,NA,NA,1859,60000,0,0,1,3.1,3,1,0,1,1,NA,3200,3900,0,0,0,0
3.1,NA,10,1.9,6,1,NA,4.8,2.5,NA,NA,3027,65300,0,0,1,4.1,2,1,0,1,1,NA,700,4100,0,65300,0,1
2,0.28,10,1.08,8.7,1,NA,2,1.5,NA,NA,1627.99,22890,0,0,1,5.6,1,1,0,1,0,NA,350,1200,0,22890,0,0
2.1,NA,10,1.4,7.5,NA,0.8,4.76,1,NA,NA,1579,53220,1,0,1,5.1,2,1,0,1,0,NA,760,3700,0,53220,0,1
4,0.2,20,4.5,9.5,7,NA,3,2.3,0.1,NA,2704,68500,1,0,0,0,3,1,1,1,1,NA,2000,3400,0,29300,0,1
4.5,NA,NA,3.5,NA,NA,0.8,3.45,NA,NA,NA,1701,95000,1,1,1,3,3,1,1,1,1,1500,NA,5000,0,15000,0,1
4,NA,NA,6,5,2,2,7,3,NA,NA,2760,120000,0,1,1,3,9,1,0,1,1,10000,3500,3000,350000,0,0,0
4,NA,20,4.8,9,NA,NA,2.1,1.3,NA,NA,2242,64800,1,0,1,6,3,1,1,1,1,NA,2200,4000,0,30800,0,0
4.5,NA,30,4.8,10,13,NA,6,1.7,0.1,NA,3673,93400,0,1,0,0,3,1,1,1,1,5000,NA,4000,0,28400,0,0
7.5,NA,30,9.5,10,5.5,NA,9,6,0.25,NA,5780,127500,0,1,0,0,6,1,1,1,1,6000,1800,3800,0,52500,0,1
2,1,10,3.8,4,2,NA,1,NA,NA,NA,930,56000,1,0,0,0,2,1,1,1,0,NA,NA,3500,0,51000,0,1
1.9,NA,10,0.9,6.2,NA,0.8,3.5,1,NA,NA,1451,41300,0,0,0,0,2,1,1,1,0,NA,600,4100,0,41300,0,0
2,NA,10,4,10,2,NA,5.5,2.5,0.1,NA,1849,60500,0,0,1,6,2,0,0,0,0,NA,NA,2000,0,56300,0,1
4,1,20,11.8,9.5,3,NA,5.9,3.5,NA,2,4450,49000,1,0,0,0,3,1,1,0,1,NA,1500,10000,9000,9000,0,0
2.1,NA,10,0.679999999999999,7.5,0.6,NA,5,1,0.18,NA,1634,22630,0,0,0,0,1,1,1,1,0,NA,640,2700,0,22690,0,0
3.15,NA,NA,2.18,10.2,1,NA,7.6,2,0.18,NA,2296,101300,0,0,0,0,5,1,1,1,1,NA,3200,6000,0,10300,0,0
2,NA,NA,1.3,10.7,1.2,0.8,5.33,2,NA,NA,1619,73300,1,0,1,4,4,1,0,1,1,NA,4700,4900,0,17960,0,0
0.6,NA,10,0.9,7.4,NA,0.8,3,1,0.18,NA,758.98,32200,1,0,1,3.2,1,1,0,1,0,NA,960,3100,0,25700,0,0
2.35,NA,NA,2.9,5,1.2,0.8,5.8,2,NA,NA,1834,27000,1,0,0,0,4,1,1,1,1,NA,2700,4200,5000,0,0,0
2.5,1,20,5,8,3,NA,1,1.2,NA,NA,2095,46800,1,0,0,0,2,1,1,1,1,NA,1400,4200,0,28800,0,1
2,NA,10,6.4,6,2,NA,5,2,NA,NA,1720,85000,1,1,0,0,3,1,1,1,1,10000,3000,3500,0,10000,0,0
1.4,NA,10,0.9,4,NA,NA,5.4,1.5,0.18,NA,1476,28300,0,0,1,5.4,1,1,0,1,1,NA,700,1760,0,28300,0,0
2.92,NA,NA,1.5,5,1.5,1.6,3.66,2.3,NA,NA,2587,95500,0,1,0,0,3,1,1,1,1,5000,3100,17100,0,0,0,0
1.1,NA,10,1.18,8.4,NA,0.8,4,1.5,NA,NA,1103,58100,0,0,0,0,4,1,1,1,1,NA,4700,6300,0,15100,0,0
2.3,NA,10,1,6.5,1,NA,3,1.3,NA,NA,1631,51000,1,0,0,0,3,1,1,1,1,NA,3100,4100,0,0,0,0
3.5,2,30,8,9.5,3,NA,3,2.5,NA,NA,4096,80000,1,1,0,0,4,1,1,1,1,6000,NA,11000,0,0,0,0
3,0.2,10,NA,NA,NA,NA,2,0.5,NA,NA,940,35000,0,0,1,6,2,1,1,0,0,NA,400,6500,0,35000,0,0
5,NA,20,10.5,7,3.5,0.8,11,2.5,NA,NA,5460,118800,0,1,1,6,4,1,1,1,1,6000,NA,8000,0,21000,0,0
2.6,NA,20,2.62,12.9,2,1.6,7.66,3.4,0.18,NA,3156,147700,1,1,1,5.3,7,1,0,1,1,5000,7600,6000,0,18700,0,0
1.5,NA,20,1,4,1.2,1,6.6,2.3,NA,NA,1889,48500,0,0,1,0.5,3,1,0,1,1,NA,3200,4700,0,0,0,0
3,NA,NA,2.4,7,1.4,1,4.4,2.5,NA,NA,3371,72800,0,1,1,4.8,2,1,0,1,1,3500,NA,3800,0,72800,0,1
2,NA,NA,1.55,NA,NA,NA,1.2,1,0.1,NA,764,26500,0,0,1,5.5,1,1,1,0,0,NA,NA,3000,0,24500,0,0
4.48499999999999,NA,20,4,4,2,2.4,5.05,4.76,0.2,NA,3035,146630,1,0,0,0,6,1,1,1,1,NA,3000,6300,0,41630,0,0
3.5,NA,10,1.4,0.5,NA,0.8,3.1,1,NA,NA,1645,80000,1,1,0,0,3,1,1,1,1,700,1000,5000,0,30000,0,0
2.3,NA,10,1.9,6,NA,0.8,6,1,NA,NA,1906,73500,0,0,1,5.6,3,1,1,1,1,NA,2100,4100,0,51500,0,0
3,NA,10,2,5.3,1,1,5,2,NA,NA,2829,90500,1,0,1,3.6,4,1,0,1,1,NA,7200,3400,0,0,0,0
3.05,0.18,10,1.5,3.4,1.5,NA,6.33,2.18,NA,NA,2573,106300,1,1,0,0,4,1,1,1,1,7000,2100,5700,0,14600,0,0
1.2,0.25,NA,1.48,5,NA,NA,2.9,1,NA,NA,1228.99,21875,1,0,0,0,1,1,1,1,1,NA,650,2100,0,22225,0,0
3.2,NA,10,2,7,1.5,0.8,5.8,1.3,0.18,NA,3160,32000,0,0,0,0,3,1,1,1,1,NA,3700,5100,0,0,0,0
3.1,NA,10,0.9,3.5,1,NA,4.4,1,NA,NA,2016,88000,1,0,0,0,2,1,1,1,1,NA,4800,4900,0,0,0,0
2.78,NA,10,1,4.4,1,0.8,4.33,1.3,NA,NA,2077,87500,1,1,0,0,4,1,1,1,1,5000,1700,6300,0,0,0,0
1.6,NA,NA,1.08,7.9,1,NA,3.4,0.9,NA,NA,1266,24450,0,0,0,0,1,1,1,1,1,NA,1100,3200,0,25000,0,0
5,NA,20,7,6,22,0.8,7.45,6.5,0.195,NA,6660,75000,1,0,1,6,3,1,0,1,1,NA,1000,5000,0,25000,0,0
5,1,20,12.5,12,3,1,5.45,2.5,0.095,NA,5200,71000,1,0,0,0,4,1,1,1,1,NA,NA,3000,0,11000,0,0
3,NA,20,4.5,3,10,0.8,6.45,0.5,0.1,NA,2416,61800,0,0,1,4,2,1,0,0,0,NA,500,3200,0,47800,0,1
2.5,NA,10,3.25,NA,NA,0.8,3,NA,NA,NA,1172,35300,0,0,1,2,2,1,1,1,1,NA,NA,5500,0,36500,0,1
3,NA,NA,2.25,1,1,NA,3.6,NA,0.2,NA,1321,49100,0,0,0,0,2,1,1,1,1,NA,1000,3500,0,14100,0,0
3,NA,NA,1.9,2,NA,1,4,1,NA,NA,984,49500,0,0,0,0,2,1,1,0,0,NA,500,4500,0,25800,0,0
2.7,NA,20,1.4,9.3,1.1,0.8,6.66,2,NA,NA,2313.5,89200,0,0,0,0,5,1,1,1,1,NA,4300,7300,0,29100,0,1
1.5,NA,NA,1.8,2.5,1,0.8,2.2,0.5,NA,NA,745,30600,1,0,0,0,2,1,1,0,0,NA,500,3200,0,31800,0,0
6.5,1.5,30,14.5,10,5,0.8,7,7,0.195,NA,7090,107000,1,1,1,3,4,1,1,1,1,7000,1000,8000,14500,0,0,0
5.5,2,30,9.5,24,3,0.8,6.45,12,1.9,NA,9170,153000,1,1,1,4,5,1,0,1,1,6000,NA,4500,0,28200,0,0
4,NA,30,8.5,16,5,NA,12,6.5,0.195,NA,4644,92000,1,1,1,4,4,1,1,1,1,6000,1000,4700,0,24000,0,0
4.5,NA,20,6,16,3.5,NA,4,3,0.195,1,5266,45000,1,1,1,6,3,1,1,1,1,4000,NA,4500,0,10000,0,0
5,2,30,14,15,12,0.8,10,11.5,NA,NA,8545,123000,1,0,1,3,5,1,1,1,1,NA,2000,4000,0,43000,0,0
3,NA,NA,17,15,3,1,16,5.5,0.39,NA,5560,91000,0,0,1,6,6,1,1,1,1,NA,1000,4500,2000000,33000,0,0
6,NA,30,15,10,4.5,2,12,10.3,0.2,NA,9480,136550,1,1,1,6,5,1,1,1,1,10000,1500,6000,0,28550,0,0
2,NA,10,1.4,5.5,0.5,NA,4,1.5,NA,NA,1577,69000,1,0,1,6.3,3,1,0,1,1,NA,6400,5000,0,0,0,0
1.5,NA,10,1.4,3.5,5,NA,2.4,NA,NA,NA,1125,82000,1,0,0,0,2,1,1,1,1,NA,3500,3000,0,0,0,0
4,NA,20,4.5,2,2,2,3,1,NA,NA,2750,105000,1,0,1,6,4,1,1,1,1,NA,2500,6000,0,20000,0,0
2.5,NA,NA,NA,1,NA,0.4,2.4,1.5,NA,NA,767,17000,0,0,1,3,1,1,1,0,1,NA,NA,1200,0,18000,0,1
4,NA,10,1.75,NA,2,0.8,2.4,0.5,NA,NA,1738,87800,1,1,1,6,3,1,1,1,1,1000,500,4500,0,12800,0,0
3,NA,30,4.8,6,NA,NA,1,0.7,0.2,NA,2088,72900,1,1,1,6,2,1,1,1,0,NA,NA,3800,0,72900,0,1
2,NA,10,4.3,7.5,2,1,4,0.5,NA,NA,1110,51500,0,0,0,0,2,1,1,1,0,NA,2000,3500,0,47500,0,1
2.3,NA,10,3.2,NA,3,NA,4.4,1,NA,NA,1230,39500,0,0,0,0,3,1,1,0,1,NA,3000,4500,0,22500,0,0
4.5,NA,30,5.7,8.5,6,0.2,3.5,1.4,0.2,NA,3677,42000,0,1,0,0,3,1,1,1,1,6000,NA,12000,0,10000,0,0
3,NA,30,4.3,7,5,NA,3,2,NA,NA,2054,49700,1,0,0,0,2,1,1,1,1,NA,1000,3000,0,24700,0,0
7,1,20,4,1.5,1,0.8,3,NA,NA,NA,2580,75000,1,0,0,0,2,1,1,1,1,NA,700,4500,0,28000,0,0
1.4,NA,10,1,7.6,NA,0.8,3,0.9,NA,NA,906,50350,0,0,1,4.9,2,1,0,1,1,NA,750,2970,0,50350,0,0
2.5,NA,10,1.5,6.5,0.5,NA,5.13,1.5,0.18,NA,2683,59300,1,0,1,4.6,3,1,0,1,1,NA,1100,4100,0,0,0,0
1.7,NA,NA,1,6.1,2,NA,0.7,0.5,0.1,0.5,2150,30222,1,0,1,6,1,1,1,1,1,NA,0,6000,0,30222,0,0
2.5,NA,10,9.716,NA,5,NA,3.6,1,0.2,NA,3680,90000,1,0,1,6,3,1,1,1,1,NA,2000,6500,0,40000,0,0
1,NA,10,2.515,3.6,NA,1,0.8,0.75,NA,NA,1224,45000,1,0,0,0,2,1,1,1,1,NA,1900,5000,0,20000,0,0
1.8,NA,NA,2.3,NA,NA,NA,0.4,NA,6,NA,1197,90000,0,0,0,0,2,1,1,0,1,NA,1000,8500,100000,0,0,0
1.35,1,NA,3.93,2.9,2.5,0.9,2.1,0.6,1.5,0.5,2140,29000,0,0,1,6,1,1,1,1,1,NA,0,8000,0,29000,0,0
9,2,30,11.3,13.5,6,0.8,6.7,5,NA,NA,10240,140000,1,1,1,8,4,1,1,1,1,NA,NA,6000,500000,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,530,64000,0,0,0,0,1,1,1,1,1,NA,1500,7500,400000,0,15000,0
5,2.5,20,1.4,NA,3,1,2,1,4.2,NA,4110,61200,1,1,1,8,2,1,1,1,1,4000,3000,8000,0,1200,0,0
2,NA,10,4.2,7,2,NA,1.15,2.3,NA,NA,2191,70000,1,0,0,0,1,1,1,1,1,NA,5000,26000,0,0,0,0
1.3,1,10,1.8,4.7,1,NA,2,0.5,NA,NA,1650,27060,0,0,0,0,1,1,1,1,1,NA,0,6000,0,26800,0,0
7.5,0.25,10,1.95,1.5,4,NA,4.4,2.75,1,NA,3959,54000,0,1,0,0,3,1,1,1,1,NA,700,6500,0,0,0,0
5.3,1.2,NA,NA,13.1,8,4,2.8,4,3,NA,4950,60000,0,1,1,26,3,1,1,1,1,6000,2800,6800,0,0,0,0
NA,NA,NA,0.85,1,1,NA,NA,0.95,8,NA,1340,60000,1,1,1,6,1,1,1,0,1,6000,42,6000,1200000,0,0,0
NA,NA,NA,5,NA,NA,NA,NA,NA,0.3,NA,770,150000,1,1,1,39,4,1,1,1,1,15000,2070,3500,94000,0,0,0
2,1,30,8.2,3,2,1,4.2,3.85,4,NA,4059,110000,1,0,0,0,4,1,1,1,1,NA,2000,7500,0,71500,0,1
3,0.5,30,5.4,8.5,5,NA,0.8,NA,0.6,NA,4914,222000,1,1,0,0,4,1,1,1,1,3000,3000,4500,0,22000,0,0
7.1,3.1,20,4,5.3,3,NA,3.5,0.8,NA,4.4,6628,185000,0,1,0,0,3,1,1,0,1,5000,NA,5000,0,0,0,0
1.75,1,NA,3.1,11,1,1.5,0.8,2.1,2,NA,1788,36000,0,0,1,6,2,1,1,1,1,NA,0,6000,0,36000,0,0
2,1,10,2,3,3,NA,0.8,NA,NA,NA,1903,23700,1,0,0,0,1,1,1,0,1,NA,0,7000,0,23700,0,0
1.5,NA,10,3,5,1,NA,0.7,0.5,0.1,NA,1635,32300,1,0,1,6,1,1,1,1,1,NA,NA,6500,0,32300,0,1
2.5,NA,10,5.9,7,3.5,1,1.8,2.2,0.1,NA,3450,134000,1,0,1,12,4,1,1,1,1,NA,2200,7000,0,36000,0,0
3.5,NA,20,6.5,6.5,1,1,2.2,2.2,0.1,0.75,4120,143000,0,1,0,0,4,1,1,1,1,5000,2000,7500,0,0,0,0
1.5,NA,10,4.2,6,1,1,0.8,1,0.1,NA,2435,137000,1,1,1,5.2,3,1,1,1,1,5000,500,6000,0,22000,0,0
NA,1,10,8.8,10,4,1,0.4,NA,NA,1,3730,170000,1,0,1,13,3,1,1,1,1,NA,1000,7000,0,30000,0,1
4,1,20,7.9,9,3.5,2,2.6,3.3,NA,NA,4890,100000,1,1,0,0,4,1,1,1,1,6000,3000,7000,0,0,0,0
2,NA,20,5.4,8,1,2,1.2,2.7,0.1,NA,3070,102000,1,1,1,6,4,1,1,1,1,3000,1000,7500,0,20500,0,0
