"meat","fish","eggs","milk","vegetables","fruits_and_berries","cereals","flour","sweets","softdrinks","alcodrinks","sum_rub_buy","income","diplom","car","plot_bi","plot_size","famsize","water","sanitation","fridge","internet","pfuel","ptransp","phome","debt","govsubs","nongovsubs","inval"
NA,NA,NA,7.4,NA,1,3,5.4,NA,NA,NA,952,49100,0,0,1,5.08,2,1,1,0,1,NA,NA,5000,0,49100,0,0
0.3,NA,10,4.3,1.5,1,NA,0.4,NA,NA,NA,825,56200,1,0,0,0,2,1,1,0,1,NA,1000,3000,0,31800,0,1
3.7,NA,10,3.5,NA,5,1,1.65,NA,NA,NA,1749,39900,0,0,1,4,2,1,1,0,0,NA,300,3500,0,36700,0,1
2.95,1.75,20,8.5,7.4,5.3,2,4.3,3.1,2.1,NA,3094,28400,1,0,0,0,1,1,1,0,0,NA,1500,1800,0,28400,0,0
1.6,0.62,NA,8.45,NA,1,1.6,8.6,5.2,NA,NA,1761,30600,1,0,1,3,3,1,1,0,1,NA,NA,5000,0,25600,0,0
NA,4,20,2.9,NA,9,NA,1.6,2,0.15,NA,3444,78900,0,1,0,0,2,1,1,0,0,3500,NA,6400,0,64200,0,1
1.7,1.6,10,3.3,6.5,1.1,NA,2.9,NA,0.1,NA,1602,100000,0,0,0,0,2,1,1,0,1,NA,700,3500,0,30000,0,0
3.7,1.3,10,2.8,2,3,NA,1.65,0.75,0.25,6,4068,90000,1,1,0,0,2,1,1,1,1,14000,NA,6000,0,0,0,0
2.7,NA,20,7.6,5.5,3,1,4.2,3.3,2.1,NA,2698,83900,1,1,0,0,4,1,1,0,1,5000,1000,3000,0,26900,0,1
0.8,NA,NA,14,7.5,2,1,1.65,NA,NA,NA,1227,18300,1,0,0,0,1,1,1,0,0,NA,NA,2700,0,16100,0,1
2.5,3.6,NA,2.4,NA,1.6,1,6.35,1.3,1.2,2,2136,60000,0,1,0,0,4,1,1,1,1,2500,1000,5000,0,0,0,0
6,NA,20,5.77499999999999,NA,5,1.8,5,1.132,2.2,NA,4385,84600,0,1,1,5,2,1,1,0,1,4000,1100,2300,0,25100,0,0
2,1.5,10,2.25,NA,1.5,NA,3.4,0.9,NA,0.5,1717,43000,0,0,1,4.8,1,1,1,1,0,NA,800,3500,0,24000,0,0
7.34,0.42,30,8.8,1.4,4,3,6.76,4.5,0.145,0.5,5230,75000,1,0,1,6,4,1,1,1,1,NA,960,5000,340000,0,0,0
3.5,2,NA,NA,NA,3,2,13.8,6.3,NA,NA,2516,71946,0,1,1,7,11,1,1,1,1,5000,2000,1000,200000,30206,0,0
3.9,NA,20,7.25,NA,2,0.3,2.65,2,NA,NA,3857,21400,1,0,1,6,1,1,1,1,0,NA,1200,3000,0,18400,0,0
3.85,0.3,10,4.35,2,5.5,1.7,4.4,5.45,0.095,0.5,3865,49100,0,0,0,0,1,1,1,1,0,NA,500,3000,0,23800,0,0
2.86,NA,10,2.6,NA,7.4,NA,1.6,0.1,0.1,NA,1498,30400,0,0,1,5,2,1,1,0,0,NA,810,1500,0,29900,0,0
2.3,0.3,20,3.6,1.3,4,NA,2.55,4.1,2.2,8.8,6448,80000,0,1,0,0,4,1,1,0,1,5000,NA,7000,300000,0,0,0
4.9,NA,30,6.14999999999999,7.73,5,2.8,5,3.2,0.095,2.6,3432,108500,0,0,0,0,5,1,1,1,1,NA,350,4500,0,19500,0,0
5.95,2,30,6.04,4.1,3.2,2,7.3,2.5,0.28,0.75,4952,77130,0,0,0,0,4,1,1,1,1,NA,1440,8000,0,27130,0,0
2.7,NA,10,6.48,5.5,3,NA,4.05,1.22,NA,NA,1964,34100,0,0,0,0,1,1,1,0,1,NA,200,2500,0,20500,0,0
5.1,1.5,10,6.6,3.5,3,1,5.3,3.6,2,0.5,3953,91000,1,0,1,4,5,1,1,1,1,NA,1000,6500,0,29000,0,0
NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,27,14000,0,0,0,0,1,1,1,1,1,NA,2000,3000,35000,0,0,0
13,1,NA,3,NA,2,NA,3,0.45,NA,0.75,5747,30100,0,1,1,3,2,1,0,1,0,2500,NA,1050,0,30100,0,0
1.9,1.4,NA,2.8,NA,2,1,4.3,8.6,NA,NA,3745,60000,0,1,1,10,2,1,0,1,1,2250,NA,3800,0,47000,0,0
4.5,NA,30,2.5,NA,2,1,13.4,1,0.28,NA,3425,55000,0,0,1,5,2,1,0,1,1,NA,NA,4000,0,39100,0,0
4.5,3,NA,0.5,NA,NA,NA,5.4,5,NA,NA,3014,36700,0,0,1,61,1,1,0,0,0,NA,NA,400,0,25700,0,0
9.08,0.72,NA,8.255,NA,NA,NA,3,0.6,NA,NA,4374,95000,1,1,1,45,3,1,0,0,1,5000,1300,930,0,1000,0,0
2,NA,NA,3.8,NA,NA,NA,3.66,4.5,6.2,NA,3398,85200,0,1,1,30,6,0,0,1,0,1500,2000,5000,0,65600,0,0
1,NA,NA,NA,NA,7,1,6.7,1,0.3,NA,2077,41100,0,1,1,100,2,0,0,1,0,5000,NA,1700,0,21100,0,0
5.5,0.4,NA,4.9,NA,8.2,2,4.68,1.7,0.2,1.5,4882,66730,0,0,1,100,2,1,1,1,0,1500,NA,800,0,65030,0,0
3,NA,NA,4.1,3.5,2.5,1,5,1,2.2,NA,3160,31000,1,0,1,12,2,0,0,0,0,NA,NA,1500,0,0,0,0
2,NA,NA,3.5,NA,4,NA,6.3,1,NA,NA,2350,73600,1,1,0,0,4,1,1,1,1,1000,NA,4000,0,3600,0,0
7,NA,NA,5.5,NA,3,NA,2.5,0.5,NA,NA,4484,75000,0,1,1,10,4,1,0,1,1,3000,600,5000,0,1000,0,0
1,NA,NA,2,NA,NA,NA,2.7,5,NA,NA,1135,73300,0,1,0,0,4,1,0,1,1,1000,NA,2900,0,3300,0,0
10,2,10,6.3,NA,NA,NA,3,4.5,0.4,NA,4165,22170,0,0,1,15,1,1,0,0,1,NA,NA,2700,50000,21170,0,0
4.5,NA,30,4,NA,3,NA,3.22,3.7,0.2,NA,3782,125000,0,1,0,0,1,0,0,1,0,15000,NA,500,0,0,0,0
2.5,1,NA,6.5,NA,0.5,NA,4.34,3.5,NA,NA,2018,48369,0,0,1,32,2,0,0,0,0,NA,NA,700,0,47397,0,0
2.5,1.2,NA,3,NA,3,1,1.74,0.8,NA,NA,1767,25300,1,0,1,100,1,1,0,1,0,NA,NA,2000,0,25300,0,0
3,NA,NA,7.5,NA,NA,NA,4.27999999999999,1.5,NA,NA,2475,43000,0,1,1,100,2,0,0,1,1,5000,NA,450,0,0,0,0
7,NA,NA,6,NA,NA,1,3.34,4.5,0.2,NA,4187,69400,0,1,1,100,7,1,1,1,1,3000,NA,1200,0,6500,0,0
10.5,3,NA,7,NA,NA,NA,5.7,9,7.2,NA,5823,82200,0,1,1,15,3,1,0,0,1,2500,NA,1500,0,0,0,0
1.7,1.32,NA,2.2,NA,NA,0.9,6.5,0.46,NA,NA,2085,39494,0,0,1,25,1,1,0,0,0,NA,NA,1100,0,20000,0,0
5,NA,NA,8.3,NA,NA,NA,2.8,24,0.19,NA,4776,65500,0,0,1,65,2,1,1,0,0,NA,NA,620,0,51327,0,0
0.645,1,NA,2,NA,NA,NA,2.2,0.5,NA,NA,1076,11000,0,0,1,10,1,1,0,0,0,NA,NA,560,0,0,0,0
2,NA,NA,3.2,NA,NA,NA,1.1,0.15,NA,NA,1036,100418,1,1,1,57.19,2,1,0,0,1,5000,NA,4439,0,55124,0,1
3,NA,NA,3,3,NA,1,1,2,NA,3,2325,52000,1,1,0,0,2,1,1,0,1,1000,NA,1500,0,650,0,0
2,3,NA,6,NA,NA,NA,6,0.3,0.095,3,2425,54500,1,1,1,11,2,1,0,1,1,6000,NA,3000,0,4500,0,0
3,NA,10,2.5,NA,NA,0.8,2.2,1,2,NA,1860,51000,0,0,1,3,3,0,0,1,1,NA,NA,2500,0,1037,0,0
7,NA,NA,7,10,NA,2,14,7,2,NA,5555,104000,0,1,1,12,5,0,0,1,1,6000,NA,3500,0,21000,0,0
1,NA,NA,NA,NA,NA,NA,6.68,NA,0.095,NA,1174,41000,0,1,1,100,3,0,0,0,1,2000,NA,800,0,41000,0,0
15,NA,NA,2.5,NA,3,NA,4.85,5,NA,NA,5772,2500,0,0,1,42,1,0,0,0,1,NA,200,1000,0,0,0,0
2,NA,NA,3.7,NA,NA,2,5.2,0.1,NA,NA,1791,138500,1,1,1,20,3,1,1,1,1,10000,NA,4200,900000,16500,0,0
1.5,NA,NA,2,NA,1,NA,3.5,10.2,NA,NA,1682,15200,0,0,1,6,1,1,1,0,1,NA,NA,2700,0,15200,0,0
1.5,NA,NA,1,2,1,1,2.5,0.5,NA,NA,1019,15700,0,0,1,7.8,1,1,1,1,1,NA,NA,1800,0,15100,0,0
1.2,NA,NA,1.75,NA,NA,NA,1.25,NA,NA,NA,457,12130,0,0,0,0,1,1,1,1,0,NA,176,5250,0,12130,0,0
5.5,1.2,NA,1.75,NA,NA,NA,0.919999999999999,NA,NA,NA,1923,55400,1,1,0,0,2,1,1,1,1,4200,NA,2890,0,19800,0,0
10.6,NA,20,3.5,NA,NA,3,9.65,1.5,NA,NA,4756,58000,0,1,1,10,4,1,1,1,1,7000,NA,6800,0,0,0,0
2,NA,NA,4.9,NA,1.5,NA,4.95,NA,NA,NA,1462,62240,1,0,0,0,3,1,1,1,1,NA,4500,4960,0,22640,0,1
2.05,NA,NA,2.43,2,NA,NA,2.5,0.4,NA,NA,1275,35300,0,1,0,0,3,1,1,1,1,5000,700,3280,0,980,0,0
0.48,NA,NA,4,NA,2.9,NA,5.9,0.6,NA,NA,1381,45383,0,1,0,0,3,1,1,1,1,5000,NA,3250,0,11483,0,0
2.1,NA,10,1.5,3,NA,NA,4.15,0.5,NA,NA,785,34140,0,0,0,0,2,1,1,1,1,NA,88,3960,0,1240,0,0
4,1,20,1.5,NA,3.5,1,5.4,0.5,0.1,NA,2782,124550,0,0,1,2,4,1,1,0,1,NA,6000,3900,150000,28750,0,1
1.3,0.7,10,1.3,NA,1,0.8,0.7,0.2,0.1,NA,1474,16708,0,0,0,0,1,1,1,0,1,NA,700,3200,0,16400,0,0
1.1,NA,10,1.3,NA,NA,0.8,0.76,0.8,0.1,NA,1142,25500,0,0,0,0,1,1,1,0,0,NA,150,3800,0,25500,0,0
2.3,1,10,1.8,NA,0.4,NA,0.75,1.5,NA,NA,1610,25741,0,0,0,0,1,1,1,0,0,NA,500,4200,0,25433,0,0
1.1,0.5,10,1.3,NA,1,NA,1.5,0.5,NA,NA,1036,26280,0,0,0,0,1,1,1,0,0,NA,NA,3400,0,26280,0,1
5.2,NA,20,1.8,3.2,3.6,NA,8.3,1.4,0.1,NA,3162,48000,0,0,0,0,2,1,1,0,0,NA,180,3170,0,48000,0,0
5.89999999999999,NA,20,6.8,5.8,1.8,NA,11.7,3.6,0.25,NA,3699,48000,0,0,0,0,4,1,1,0,0,4000,NA,4370,0,10270,0,0
8.1,0.8,20,6.3,2,3,NA,11,7.25,NA,NA,4045,51400,0,1,0,0,3,1,1,0,0,4000,NA,5270,0,14400,0,0
8.8,NA,30,3.8,5,3,2,6.9,2.9,0.35,NA,5784,53000,0,1,0,0,4,1,1,0,1,4000,NA,5270,130000,0,0,0
2.75,0.35,20,1.9,8.9,3.2,NA,3.6,1.5,1.4,NA,3245,39900,0,0,0,0,2,1,1,0,1,NA,88,3467,0,20100,0,0
2.1,NA,10,1.5,2.8,NA,NA,5.2,1.6,NA,NA,1065,22900,0,0,0,0,1,1,1,0,0,NA,180,2810,0,25460,0,0
2,NA,NA,2.5,0.5,2.3,NA,1.5,2.1,0.1,3,3050,55000,1,1,0,0,2,1,1,0,1,7000,500,5300,300000,0,0,0
4.35,0.4,NA,2.2,NA,2.36,NA,2.45,1.1,NA,NA,3310,67860,1,1,0,0,2,1,1,1,1,4000,NA,3260,0,27360,0,1
3.55,1.4,NA,5.65,NA,1.8,NA,1.55,0.55,NA,NA,3221,41995,0,0,0,0,3,1,1,1,1,NA,NA,3860,0,10195,0,0
4,NA,20,4,NA,NA,1,4.2,0.5,0.1,NA,2310,40400,0,1,1,3,3,1,1,0,1,2000,NA,3500,0,38100,0,1
1.5,NA,NA,6.5,3,1,1,3,2,0.1,NA,1425,26000,0,0,1,3,2,1,0,0,1,NA,100,4200,5000,24200,0,1
2.5,NA,10,1,2,21,NA,3,2,0.1,NA,2970,50000,1,1,0,0,2,1,1,0,1,3000,NA,3800,200000,0,0,0
10.4,NA,20,4.89999999999999,NA,NA,2,2.2,0.3,NA,1.5,4270,52600,1,1,0,0,4,1,1,1,1,700,NA,4500,0,7000,0,0
2,NA,NA,1,NA,NA,NA,2.5,1,NA,NA,711,25500,0,0,1,15,1,0,0,0,0,NA,400,720,0,22500,0,0
1.2,0.3,20,3.4,15,1.5,NA,4.4,5,0.1,NA,1317,46700,0,1,0,0,2,1,1,0,0,5000,NA,2700,0,46700,0,1
7.8,NA,NA,6.1,NA,6.5,NA,3,1.8,NA,NA,4880,36200,1,1,1,4,4,1,1,1,1,5000,NA,6000,0,0,0,0
5.5,NA,NA,4.5,5,2,2,2.2,1.5,NA,NA,2725,28080,1,1,1,13,2,0,0,0,1,500,NA,2000,0,28080,0,0
4.69999999999999,1.5,NA,6.39999999999999,NA,6.78,1.6,2.6,1,NA,NA,4206,52960,0,1,1,15,3,0,0,1,1,5500,2000,13900,0,0,0,0
9.1,NA,30,8.9,8,4,2,11.1,5.9,3.2,NA,7159,106700,1,1,1,7,5,0,0,0,1,4000,NA,5620,0,9000,0,0
3.55,NA,10,4.8,NA,2,NA,0.85,NA,NA,NA,2747,70830,1,1,1,4,2,1,1,1,0,6000,NA,3860,0,45530,0,1
3.1,NA,10,3.4,2,1.3,1,5.1,3,NA,NA,1771,30300,0,0,0,0,2,1,1,0,0,NA,NA,4380,0,32240,0,1
2.5,NA,NA,3.8,2.3,1.8,NA,4.2,0.7,NA,NA,1692,70500,0,1,0,0,4,1,1,1,1,6000,300,5180,0,0,0,0
2,1.6,NA,1.75,NA,NA,1.6,9.2,NA,NA,NA,1374,39450,0,1,1,10,2,1,1,1,0,4500,NA,6050,0,13450,0,0
1,0.5,NA,NA,NA,NA,NA,1.5,NA,NA,NA,535,25000,0,0,1,40,1,0,0,0,0,NA,NA,1000,0,25000,0,0
1,NA,NA,NA,NA,NA,0.4,7.2,1,0.1,NA,1120,32000,0,0,1,50,1,0,0,0,0,NA,NA,1000,0,23500,0,1
0.6,1.3,NA,6,NA,NA,NA,3,0.5,NA,NA,997,33460,0,0,1,35,2,1,0,0,0,NA,600,2300,15000,19460,0,0
3.3,NA,NA,7.2,NA,NA,NA,2.2,1,NA,NA,1850,79000,0,1,1,20,4,1,0,0,1,4000,NA,2800,0,9000,0,0
1.3,NA,NA,3.9,NA,NA,NA,1.9,0.5,0.1,NA,897,25520,0,0,1,20,1,0,0,0,0,NA,500,1000,0,25520,0,0
2.3,NA,10,3.5,NA,NA,NA,1.4,NA,NA,NA,1096,21300,1,0,1,10,1,0,0,1,1,NA,500,300,0,16300,0,1
1.5,NA,NA,3,NA,NA,2,2.2,1.5,0.1,NA,1590,42000,0,1,1,30,2,1,1,0,0,2500,NA,4000,0,42300,0,0
3.8,1,NA,3,NA,NA,0.8,1.4,NA,0.1,NA,1489,13468,0,0,1,40,1,0,0,1,0,NA,NA,430,0,12860,0,0
4.45,0.5,NA,5,NA,2.5,NA,3.4,2.3,0.25,NA,3801,53800,1,1,0,0,4,1,1,1,1,5000,NA,5460,350000,0,0,0
5.19999999999999,NA,10,2,2,NA,NA,6.5,1,0.1,NA,2010,14800,0,0,0,0,1,1,1,0,1,NA,NA,3767,0,1320,0,0
8.5,NA,10,4,3,3,2,2.5,0.5,1,NA,4614,49300,0,1,0,0,2,1,1,0,1,2000,NA,8900,0,51100,0,1
2.2,NA,NA,2.5,NA,1.5,1.6,3,1.3,NA,NA,1812,31800,0,1,0,0,3,1,1,1,1,4000,NA,4150,0,1995,0,0
1.5,1,NA,1.3,NA,NA,NA,1.8,0.5,NA,NA,839,56200,0,0,0,0,2,1,1,0,0,NA,600,3500,0,56400,0,1
7.1,NA,20,2.8,11.3,7.3,2,7,7.3,NA,NA,5952,114000,0,1,1,14,3,1,1,0,1,6000,NA,4970,0,0,0,0
3.4,1.1,10,1.8,NA,NA,NA,3.9,0.8,NA,1.5,2671,66454,0,1,1,3,2,1,1,1,1,3000,NA,3700,0,41454,0,0
1,NA,20,NA,5,NA,0.8,1.6,1,2.3,3,1582,52000,0,1,0,0,2,1,1,0,1,1000,NA,4200,0,0,0,0
1.4,0.3,30,1.6,6,NA,NA,1.6,1.3,1.6,NA,1690,28400,0,0,0,0,3,1,1,1,1,NA,NA,4500,0,400,0,0
9.4,NA,NA,3,NA,NA,NA,3.8,1.2,NA,1.5,3916,80930,0,1,1,15,3,1,1,1,1,5000,NA,5800,0,12930,0,0
1.7,1.1,10,2.5,NA,NA,NA,1.95,1.5,0.1,NA,1517,27863,0,0,1,2,1,1,1,0,1,NA,600,4430,0,27500,0,0
3.8,NA,30,3.5,33,NA,0.4,1,NA,NA,NA,1714,47200,0,0,0,0,2,1,1,0,0,NA,NA,1200,0,48200,0,0
2.5,NA,20,3.5,NA,NA,NA,4.2,0.5,NA,NA,1476,64500,0,1,1,13.5,2,1,1,0,0,1500,NA,3950,0,49700,0,1
1.6,0.4,NA,2.5,NA,NA,0.9,2,2,0.7,NA,1173,17800,0,0,1,15,1,1,0,0,0,NA,130,3300,3000,9800,0,0
6.5,NA,20,2.8,6.7,NA,NA,7.7,7,NA,NA,4085,41800,0,0,1,9,2,1,0,1,1,NA,NA,3200,0,14610,0,0
4.9,NA,NA,2.5,NA,NA,NA,7.1,1,NA,NA,2253,36000,1,1,1,30,2,0,0,0,1,2500,NA,1643,65000,12000,0,0
1,NA,NA,NA,NA,NA,2,3.3,2,0.2,NA,1705,47000,0,1,1,1430,3,0,0,0,1,4000,NA,2600,0,0,0,0
4.3,0.5,NA,4.25,NA,NA,0.8,4.4,1.02,2.1,NA,3138,55350,1,1,1,10,2,0,0,1,1,700,NA,2000,0,55350,0,0
7.19999999999999,2,NA,4.7,NA,NA,NA,4.8,6.8,NA,NA,4650,38000,0,1,1,20,2,0,0,0,0,2000,NA,2920,0,38000,0,0
1,1,NA,NA,NA,NA,NA,1.5,NA,NA,NA,585,23500,0,0,1,6,1,0,0,0,0,NA,NA,2300,0,23500,0,0
1.5,NA,NA,4.5,NA,1,2,5.3,1.3,0.1,NA,2055,40947,0,1,1,40,3,0,0,0,0,3000,NA,3000,0,28347,0,0
5.5,0.8,20,3.3,5,NA,NA,3.7,1.2,2.3,NA,4203,66000,1,0,0,0,3,1,1,0,1,NA,400,5380,0,13200,0,0
3,1.6,10,3,3,NA,NA,1.2,NA,NA,NA,1363,15230,0,0,0,0,1,1,1,0,0,NA,200,2200,0,15230,0,0
7.5,2,10,3.7,3,3,NA,6.4,3,NA,NA,3630,54000,0,0,0,0,2,1,1,0,1,NA,300,2400,0,0,0,0
1.4,0.9,NA,7.4,NA,1,NA,1.7,0.7,0.1,NA,1616,120082,0,1,1,6,3,1,1,1,1,4000,800,4400,23000,98774,0,1
1.3,0.3,20,1.8,8,8,1,3.6,3,NA,3,1810,42000,1,1,0,0,4,1,1,0,1,5000,NA,5000,0,10000,0,0
2.95,NA,10,4,9.5,1,NA,2,NA,NA,0.7,1189,50000,0,1,0,0,4,1,1,0,1,4500,NA,5300,0,5000,0,0
0.5,NA,NA,1.35,2,NA,NA,1,0.8,NA,NA,604,28700,0,1,0,0,1,1,1,1,0,NA,2000,2000,0,22700,0,0
1.5,1,NA,3.7,1,9,1,2.4,1.8,NA,NA,1867,37600,0,1,1,5,4,0,0,1,1,5000,NA,2000,0,9600,0,0
4.5,NA,NA,2,NA,5,NA,1.4,2,NA,NA,2531,20000,0,1,1,6,1,1,0,1,0,5000,NA,1800,0,0,0,0
3,NA,NA,2.3,NA,2,NA,1,2,NA,NA,2295,91823,1,1,0,0,2,1,1,1,1,5000,NA,4000,0,61823,0,0
3,NA,NA,NA,2,1,NA,2.5,NA,NA,NA,945,53800,1,1,1,15,4,1,0,1,1,5100,NA,1820,0,13800,0,1
6.5,NA,NA,NA,1,6,NA,2,11.5,NA,NA,2471,73000,0,0,1,4,3,1,0,1,1,NA,1200,890,0,24000,0,0
2,NA,NA,1.5,NA,1.5,NA,1,6,NA,NA,1583,24000,0,0,1,8,1,0,0,1,0,NA,300,2100,0,0,0,0
6.5,NA,NA,2,5,1,NA,2,1.5,0.2,NA,3648,126100,1,1,1,4,4,0,0,1,1,NA,4000,4000,0,26100,0,1
1.5,NA,10,1.2,9,NA,1,1.8,0.3,NA,NA,809,12700,0,0,1,5,2,0,0,1,0,NA,NA,1200,0,10700,0,0
2,NA,NA,4.2,7,NA,NA,2.2,0.3,0.1,NA,1292,29421,0,0,1,5,2,0,0,0,1,NA,NA,1900,0,27271,0,1
1.8,NA,NA,2.2,5,1,NA,1.4,0.3,0.1,NA,1190,29600,1,1,1,5,1,1,1,1,1,NA,NA,2050,0,1100,0,0
4,NA,10,2.2,9,NA,1,1,1.3,NA,NA,1614,47200,1,0,0,0,2,1,1,1,0,NA,NA,3220,0,47200,0,0
2.5,NA,NA,0.5,NA,NA,NA,1.3,1,NA,NA,1449,35000,0,0,1,4,4,0,0,1,0,NA,NA,NA,0,0,0,0
0.5,NA,NA,3.5,NA,NA,NA,1,NA,NA,NA,484,16400,0,0,1,6,1,0,0,1,0,NA,NA,NA,0,16400,0,0
2.5,NA,NA,NA,NA,NA,NA,3,2,NA,NA,1045,20000,0,0,0,0,1,0,0,1,0,NA,NA,800,0,18800,0,0
6,2,NA,6.5,NA,NA,NA,2,2,0.2,0.5,3000,43000,0,1,1,15,2,0,0,1,0,5000,NA,3000,0,13000,0,0
4,1,NA,1.3,1,1,NA,2,2.5,1,NA,3483,225000,1,1,1,4,4,1,0,1,1,8000,4000,2000,0,0,0,0
2,1,NA,4.2,NA,2.5,1,3.5,8,NA,NA,3900,61777,1,1,1,8,7,1,0,1,1,5000,NA,3500,0,31777,0,0
6.5,1,NA,2,NA,1,NA,16.5,4.5,NA,NA,5347,35270,0,0,1,6,6,0,0,1,1,NA,3200,2700,0,35270,0,0
3.3,NA,10,3.2,8,NA,NA,2.5,2,NA,NA,1263,26500,0,0,1,6,1,0,0,1,0,NA,500,1350,0,26500,0,0
0.3,NA,NA,4.2,NA,2,NA,3.1,1,0.1,NA,1036,44000,0,1,1,16,3,0,0,1,1,3200,NA,3278,0,0,0,0
3.5,NA,NA,5.2,10,1,NA,2.5,3.4,0.1,NA,2062,55660,1,1,1,10,4,0,0,1,1,3500,NA,2873,7000,660,0,0
1,NA,NA,4,NA,NA,1,1,2.5,NA,NA,790,25559,0,0,1,25,1,1,0,1,0,NA,NA,1750,0,25559,0,0
1,1,NA,3,NA,NA,1,3,2.3,0.1,NA,1497,23800,0,0,1,15,2,0,0,1,0,NA,NA,1600,40000,23800,0,0
3,NA,NA,NA,50,NA,2,5,5.5,NA,NA,1790,39244,0,1,1,28.2,2,0,0,1,1,3500,NA,2100,0,19244,0,0
0.45,NA,NA,0.45,2,1,NA,1,2,NA,NA,763,28700,0,0,1,4,2,1,0,1,1,NA,2000,2100,0,0,0,0
5,1,NA,2,NA,1.5,NA,1,1.3,NA,NA,1617,13200,0,0,1,8,1,0,0,0,0,NA,NA,2000,0,13200,0,0
4,4,NA,NA,NA,3,NA,2.4,3,2.4,NA,3422,93460,1,0,0,0,6,1,1,1,1,NA,1000,2000,0,0,0,0
0.5,NA,NA,2,NA,NA,1,1,4,NA,NA,1161,43575,0,1,1,9,2,0,0,0,0,1500,NA,2000,0,43575,0,1
6,NA,NA,3.8,NA,3,NA,2.4,1.5,0.2,NA,4430,50000,0,1,1,20,4,1,0,1,1,5000,NA,800,0,0,0,0
3,1,NA,2,NA,NA,NA,2.8,2,NA,NA,1792,24370,0,0,1,3,1,0,0,0,0,NA,NA,500,0,24370,0,0
3,NA,NA,3.5,NA,2,NA,1.5,1.45,NA,NA,2423,30300,0,0,1,25,2,1,0,1,1,NA,1000,700,0,23300,0,0
2,3,NA,4.7,1,3,NA,5.5,6,3,NA,4656,36000,1,0,1,15,4,1,0,1,1,NA,NA,1500,0,36000,0,0
3.5,NA,NA,1.5,NA,1,0.9,2,4.5,NA,NA,2002,16700,0,0,1,5,1,0,0,1,0,NA,NA,1800,0,16100,0,0
1.5,1,NA,1.5,NA,1,0.8,1,12,NA,NA,2860,33000,1,1,1,10,2,1,0,1,1,6000,NA,1600,0,10000,0,0
3,3,NA,3,1,2,NA,5.5,13,0.4,NA,6058,68000,0,1,1,50,3,0,0,0,1,10000,NA,3000,0,0,0,0
2,NA,NA,2,1,1,NA,4,5,NA,NA,2252,98300,1,1,1,15,2,1,0,1,1,5000,NA,2300,0,46000,0,0
1,2,NA,NA,3,3,NA,12,13.5,0.4,NA,4075,155000,1,1,1,5,4,0,0,1,1,10000,NA,4000,0,10000,0,0
2.5,NA,NA,NA,NA,2,NA,1.3,2,NA,NA,1533,11300,0,0,1,15,1,1,0,1,0,NA,NA,1800,0,0,0,0
1.5,2,NA,NA,NA,2,NA,7,3,0.4,NA,2980,26200,0,1,1,20,4,0,0,1,1,2500,1000,1100,0,0,0,0
1.85,NA,NA,1.8,2,1,NA,1.9,NA,NA,NA,1198,38819,0,0,1,1,2,0,0,1,1,NA,1000,2000,0,36219,0,1
2.5,NA,NA,2.2,13,2,1,3.8,0.4,NA,NA,2031,38900,0,1,1,3,3,1,0,1,1,4000,NA,2300,0,900,0,0
1.5,NA,NA,3,NA,NA,1,3,0.2,NA,NA,836,56657,1,0,1,2,2,1,0,1,1,NA,NA,2100,0,48317,0,1
NA,2,10,3.4,NA,2,NA,0.4,1,NA,NA,1776,21000,1,1,1,8,1,1,0,1,1,3000,NA,2100,0,20000,0,0
3.5,2,10,1.5,NA,NA,1,1,3,0.4,NA,3805,50000,0,1,1,4,3,1,0,1,1,8000,NA,2000,0,0,0,0
4,1,NA,NA,NA,1,NA,1,6,NA,NA,1852,25200,0,0,1,9,1,0,0,1,0,NA,NA,1000,0,24000,0,0
6,1,NA,5.45,NA,NA,NA,10,13,NA,NA,4538,58000,1,1,1,20,2,0,0,1,1,5000,NA,2300,0,50800,0,0
2,1,NA,0.5,NA,NA,0.8,2,4,NA,NA,2021,24800,0,1,1,9,3,1,0,1,1,2000,NA,1300,0,24800,0,0
3,NA,NA,2.3,NA,15,NA,0.5,3.5,NA,NA,1762,33000,1,0,1,5,1,1,0,1,1,NA,NA,1200,0,33000,0,0
5.5,1,10,2.2,3,4,0.9,3,2,0.2,NA,4869,67000,1,1,0,0,4,1,0,1,1,6000,NA,3000,0,0,0,0
3.1,NA,10,2,7,NA,NA,5.5,2,0.1,NA,1314,31759,0,0,0,0,2,1,1,0,0,NA,NA,2000,0,8909,0,1
0.5,NA,NA,4.35,10,NA,1,4,1.7,0.1,NA,1198,23000,1,1,1,7,2,0,0,1,1,4000,NA,2301,0,21300,0,1
4.5,NA,20,3.4,2,1,NA,2.4,1.5,NA,NA,2921,90365,1,1,0,0,3,1,0,1,0,8000,500,3100,0,39000,0,0
2.5,1,NA,4.8,1,5,1,4.4,4.5,0.2,1.5,3350,33800,0,1,1,9,2,0,0,1,1,4000,NA,1900,70000,31100,0,1
8,1,NA,2.2,NA,1,NA,1.5,11.5,NA,NA,4342,44678,1,1,1,6,4,0,0,1,1,4000,NA,2500,0,678,0,0
2,1,NA,0.3,NA,NA,NA,3,3,NA,NA,2410,90400,1,1,1,10,2,1,0,1,1,3000,NA,3000,0,55400,0,0
3.5,3,NA,0.2,1,1,1,1.5,11.5,NA,NA,3096,62300,0,0,1,10,3,0,0,0,1,NA,NA,780,0,12300,0,0
